 Procedimentos hospitalares do SUS - por local de internação - Brasil
Internações por Município e Ano/mês processamento
Período:Abr-Dez/2020
"Município";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"330450 Rio das Flores";8;27;28;33;20;30;29;17;24;216
"330452 Rio das Ostras";329;324;345;369;401;382;331;361;345;3187
"330455 Rio de Janeiro";17620;19072;19741;22634;21645;21846;21482;20816;20684;185540
"330460 Santa Maria Madalena";29;16;40;38;37;40;36;71;44;351
"330470 Santo Antônio de Pádua";195;228;233;243;259;271;233;215;-;1877
"330480 São Fidélis";125;148;171;189;135;153;212;158;-;1291
"330475 São Francisco de Itabapoana";39;53;41;50;62;61;55;44;30;435
"330490 São Gonçalo";2096;2135;2231;2452;2293;2304;2648;2589;2886;21634
"330500 São João da Barra";92;116;150;86;152;116;153;147;48;1060
"330510 São João de Meriti";740;686;694;653;693;606;595;626;607;5900
"330515 São José do Vale do Rio Preto";38;66;54;66;48;56;41;40;21;430
"330520 São Pedro da Aldeia";119;111;97;146;155;150;160;147;-;1085
"330530 São Sebastião do Alto";25;49;61;63;53;29;51;52;45;428
"330550 Saquarema";417;412;401;268;247;246;275;261;142;2669
"330555 Seropédica";127;176;127;96;90;88;65;87;87;943
"330560 Silva Jardim";32;33;23;24;47;40;46;36;47;328
"330570 Sumidouro";23;21;33;38;41;49;49;54;53;361
"330580 Teresópolis";607;647;674;793;758;789;929;714;784;6695
"330590 Trajano de Moraes";40;37;40;50;50;50;50;50;-;367
"330600 Três Rios";261;359;385;431;286;401;403;314;360;3200
"330610 Valença";565;564;556;590;594;386;558;589;565;4967
"330615 Varre-Sai";23;24;34;12;12;12;17;15;20;169
"330620 Vassouras";417;291;202;437;404;367;555;387;397;3457
"330630 Volta Redonda";1016;1200;1032;1367;1421;1105;1050;1195;1441;10827
"350010 Adamantina";196;178;214;263;227;257;293;293;282;2203
"350050 Águas de Lindóia";102;106;100;67;130;99;83;69;110;866
"350070 Agudos";99;59;68;65;87;87;86;87;75;713
"350100 Altinópolis";73;68;73;87;95;85;77;71;82;711
"350110 Alto Alegre";3;3;-;1;2;4;4;10;5;32
"350130 Álvares Machado";25;17;17;22;11;18;31;19;28;188
"350160 Americana";595;847;491;384;471;436;454;495;405;4578
"350170 Américo Brasiliense";172;188;212;342;178;308;595;503;429;2927
"350190 Amparo";283;324;335;363;355;407;425;364;276;3132
"350210 Andradina";192;227;217;254;240;243;259;339;227;2198
"350220 Angatuba";72;72;65;80;80;65;105;76;80;695
"350250 Aparecida";96;155;208;212;202;228;195;298;186;1780
"350260 Aparecida d'Oeste";4;3;4;3;2;3;-;1;3;23
"350270 Apiaí";145;136;159;206;169;162;202;205;197;1581
"350280 Araçatuba";684;735;771;723;859;868;956;942;800;7338
"350320 Araraquara";1020;924;991;1209;1110;1131;1256;1069;967;9677
"350330 Araras";387;399;432;482;437;409;288;482;523;3839
"350340 Arealva";2;7;9;9;12;8;22;13;-;82
"350390 Arujá";95;125;101;103;97;102;118;108;132;981
"350400 Assis";416;405;495;581;579;570;633;575;552;4806
"350410 Atibaia";265;255;260;287;265;262;285;314;347;2540
"350420 Auriflama";60;63;55;63;60;63;124;86;89;663
"350450 Avaré";458;589;458;419;498;414;446;708;490;4480
"350490 Bananal";-;1;1;1;-;3;2;-;-;8
"350520 Bariri";130;138;135;176;183;141;118;185;167;1373
"350530 Barra Bonita";150;184;205;233;189;207;206;193;-;1567
"350550 Barretos";1916;1851;1743;1816;1838;2123;1784;2144;2036;17251
"350570 Barueri";1446;1920;2004;2284;2398;2218;2367;2636;2494;19767
"350580 Bastos";70;42;40;55;72;71;70;57;100;577
"350590 Batatais";272;252;303;289;295;333;335;284;266;2629
"350600 Bauru";1876;2204;2736;2742;2622;2987;3095;2745;2507;23514
"350610 Bebedouro";140;133;115;217;148;218;150;289;8;1418
"350630 Bernardino de Campos";26;29;33;32;49;35;47;42;38;331
"350635 Bertioga";183;199;221;279;239;234;252;191;262;2060
"350640 Bilac";8;5;8;8;6;7;15;11;9;77
"350650 Birigui";321;373;342;348;358;300;359;343;558;3302
"350670 Boa Esperança do Sul";1;1;-;-;-;-;2;-;-;4
"350680 Bocaina";14;9;12;13;14;18;17;16;16;129
"350700 Boituva";142;165;97;147;139;125;164;141;151;1271
"350710 Bom Jesus dos Perdões";3;9;9;10;8;13;7;11;12;82
"350740 Borborema";30;55;44;47;48;64;57;57;64;466
"350750 Botucatu";1811;2076;1943;1841;1874;2089;1971;1956;2051;17612
"350760 Bragança Paulista";981;1157;1183;1241;1239;1423;1444;1315;1335;11318
"350790 Brotas";65;62;89;78;57;60;64;41;50;566
"350810 Buritama";66;109;50;39;86;73;76;94;-;593
"350840 Cabreúva";39;32;51;57;28;38;22;45;82;394
"350850 Caçapava";396;166;302;95;219;237;341;360;179;2295
"350860 Cachoeira Paulista";26;64;56;69;60;63;65;50;74;527
"350870 Caconde";50;67;63;91;84;75;93;75;104;702
"350880 Cafelândia";51;66;47;76;61;88;82;48;52;571
"350900 Caieiras";416;398;402;378;386;385;330;293;334;3322
"350920 Cajamar";95;97;115;140;50;13;57;85;85;737
"350930 Cajobi";31;37;36;12;19;33;36;-;-;204
"350940 Cajuru";180;128;188;161;195;184;184;207;211;1638
"350950 Campinas";5628;5054;5148;5665;5552;6004;5490;5598;5093;49232
"350960 Campo Limpo Paulista";176;179;196;208;198;219;239;200;193;1808
"350970 Campos do Jordão";143;182;175;185;187;207;214;193;204;1690
"351000 Cândido Mota";82;66;76;76;80;101;88;129;124;822
"351020 Capão Bonito";142;107;135;123;109;150;185;175;178;1304
"351040 Capivari";149;150;166;218;239;189;190;145;199;1645
"351050 Caraguatatuba";780;715;782;836;944;1060;1279;996;729;8121
"351060 Carapicuíba";1046;1088;1133;1307;1140;1113;1138;688;1646;10299
"351070 Cardoso";13;22;22;15;25;23;34;15;26;195
"351080 Casa Branca";85;81;62;93;99;86;97;90;117;810
"351100 Castilho";17;17;19;23;32;22;55;22;44;251
"351110 Catanduva";1153;1091;1125;1061;1096;1191;1266;1161;1242;10386
"351140 Cerqueira César";52;89;78;74;85;85;100;104;116;783
"351150 Cerquilho";43;70;69;80;68;55;89;59;85;618
"351160 Cesário Lange";22;31;31;26;29;25;44;41;44;293
"351170 Charqueada";22;18;20;55;46;52;39;49;39;340
"355720 Chavantes";66;50;80;63;70;64;79;58;58;588
"351190 Clementina";25;10;13;11;27;21;21;21;31;180
"351200 Colina";54;50;35;55;36;53;27;57;51;418
"351210 Colômbia";-;1;-;-;-;-;-;-;-;1
"351220 Conchal";95;100;99;121;114;118;111;155;149;1062
"351280 Cosmópolis";22;156;78;125;118;116;120;83;116;934
"351300 Cotia";871;748;918;848;1238;1094;1125;1226;1197;9265
"351340 Cruzeiro";319;319;344;369;391;385;400;394;424;3345
"351350 Cubatão";371;440;338;419;456;414;503;490;544;3975
"351360 Cunha";47;65;78;81;100;88;111;106;73;749
"351370 Descalvado";86;63;89;83;126;105;95;100;183;930
"351380 Diadema";1707;1313;1909;1802;1980;1931;1899;1827;1661;16029
"351390 Divinolândia";32;75;161;173;201;252;239;256;205;1594
"351410 Dois Córregos";108;84;78;56;83;104;111;102;92;818
"351440 Dracena";180;188;169;214;223;224;220;204;204;1826
"351450 Duartina";95;97;97;115;112;105;125;123;95;964
"351500 Embu das Artes";187;279;343;469;254;314;316;180;189;2531
"351510 Embu-Guaçu";40;73;86;85;78;85;96;80;94;717
"351518 Espírito Santo do Pinhal";188;188;217;218;214;292;276;273;261;2127
"351520 Estrela d'Oeste";16;22;9;13;6;6;10;12;13;107
"351540 Fartura";38;73;62;60;66;69;85;-;-;453
"351550 Fernandópolis";289;371;350;381;287;435;412;341;328;3194
"351570 Ferraz de Vasconcelos";390;552;633;612;709;656;645;622;617;5436
"351600 Flórida Paulista";29;24;36;53;53;45;60;43;40;383
"351620 Franca";1250;1326;1633;1633;1539;1759;1872;1772;1702;14486
"351630 Francisco Morato";616;535;586;687;680;714;763;908;743;6232
"351640 Franco da Rocha";357;412;546;562;622;668;691;522;433;4813
"351660 Gália";-;5;4;4;16;3;9;5;4;50
"351670 Garça";154;179;173;183;125;179;110;61;56;1220
"351690 General Salgado";46;29;21;24;15;35;32;30;30;262
"351740 Guaíra";101;88;113;121;126;140;153;100;127;1069
"351760 Guapiara";95;47;34;36;45;41;44;38;28;408
"351770 Guará";37;38;59;48;36;25;41;47;-;331
"351780 Guaraçaí";22;29;25;23;18;21;25;32;25;220
"351820 Guararapes";109;105;105;100;113;117;114;117;105;985
"351830 Guararema";84;103;121;102;108;100;84;81;97;880
"351840 Guaratinguetá";426;481;500;526;605;512;555;521;579;4705
"351860 Guariba";84;70;72;144;92;86;118;80;71;817
"351870 Guarujá";788;842;790;803;860;817;863;869;892;7524
"351880 Guarulhos";3493;3455;3490;4208;3983;4192;4207;4066;3784;34878
"351900 Herculândia";57;61;56;52;55;61;56;39;40;477
"351907 Hortolândia";377;368;356;510;431;434;376;399;447;3698
"351910 Iacanga";24;17;17;17;25;28;27;28;-;183
"351930 Ibaté";55;56;53;90;69;74;95;63;60;615
"351940 Ibirá";4;2;-;-;4;4;3;3;-;20
"351960 Ibitinga";279;310;285;278;272;300;404;383;339;2850
"351970 Ibiúna";127;110;68;74;108;104;77;84;34;786
"351990 Iepê";27;35;42;26;46;41;43;42;-;302
"352010 Igarapava";75;73;90;100;84;121;79;111;89;822
"352044 Ilha Solteira";103;90;125;97;130;161;118;118;211;1153
"352040 Ilhabela";114;168;137;150;140;183;192;166;-;1250
"352050 Indaiatuba";621;652;784;781;861;922;884;891;948;7344
"352070 Indiaporã";17;26;12;11;17;20;22;30;16;171
"352090 Ipaussu";29;30;27;52;29;54;38;44;55;358
"352130 Ipuã";20;5;26;76;24;49;63;-;-;263
"352170 Itaberá";14;40;62;24;23;72;53;63;-;351
"352180 Itaí";35;26;17;28;13;27;32;21;-;199
"352190 Itajobi";9;8;4;3;6;3;7;9;1;50
"352210 Itanhaém";669;707;718;773;734;830;868;934;862;7095
"352220 Itapecerica da Serra";1157;1190;1203;1316;1363;1379;1747;1310;1476;12141
"352230 Itapetininga";488;569;554;607;650;674;666;682;659;5549
"352240 Itapeva";533;575;579;588;463;544;703;476;442;4903
"352250 Itapevi";729;629;847;951;941;1012;1253;1249;934;8545
"352260 Itapira";317;375;313;395;368;446;417;392;419;3442
"352270 Itápolis";209;238;197;237;232;214;214;165;220;1926
"352280 Itaporanga";105;90;85;109;87;117;120;145;95;953
"352290 Itapuí";8;11;13;19;13;17;16;15;21;133
"352310 Itaquaquecetuba";892;927;915;1176;1074;1166;1122;1095;1033;9400
"352320 Itararé";210;229;233;235;268;325;347;310;-;2157
"352340 Itatiba";255;310;290;308;291;329;276;345;318;2722
"352350 Itatinga";30;32;29;26;32;33;27;34;-;243
"352360 Itirapina";15;18;15;20;17;12;9;7;5;118
"352390 Itu";406;542;556;630;640;707;638;787;411;5317
"352400 Itupeva";100;100;115;142;132;171;123;145;151;1179
"352410 Ituverava";184;207;267;204;146;178;344;254;279;2063
"352420 Jaborandi";2;10;5;3;2;3;4;4;2;35
"352430 Jaboticabal";191;192;175;155;204;203;222;232;191;1765
"352440 Jacareí";829;899;935;1104;1005;975;999;1040;1048;8834
"352450 Jaci";7;4;10;45;55;45;31;23;17;237
"352470 Jaguariúna";129;211;207;178;196;249;209;257;218;1854
"352480 Jales";444;480;500;489;566;498;521;620;523;4641
"352520 Jarinu";45;19;28;24;27;20;46;30;25;264
"352530 Jaú";1603;1558;1427;1778;1793;1735;1741;1844;1904;15383
"352550 Joanópolis";9;10;8;11;9;10;4;12;18;91
"352570 José Bonifácio";31;16;11;15;11;19;43;34;37;217
"352590 Jundiaí";2539;2671;2993;2936;3129;3173;3463;3030;2645;26579
"352600 Junqueirópolis";82;100;76;120;82;103;104;96;95;858
"352640 Laranjal Paulista";82;88;76;120;110;125;102;107;119;929
"352670 Leme";331;329;294;377;412;354;450;414;383;3344
"352680 Lençóis Paulista";124;136;208;170;156;183;170;170;201;1518
"352690 Limeira";990;1036;976;1033;1130;1007;1047;1013;1048;9280
"352710 Lins";442;445;441;516;453;432;473;491;442;4135
"352720 Lorena";447;489;435;551;443;472;459;413;475;4184
"352730 Louveira";134;230;276;214;207;273;223;165;190;1912
"352740 Lucélia";42;17;54;41;40;38;63;48;36;379
"352800 Macatuba";37;43;50;66;49;56;70;41;62;474
"352810 Macaubal";1;1;3;3;4;8;5;3;2;30
"352850 Mairiporã";115;147;139;161;133;155;214;178;199;1441
"352880 Maracaí";30;44;39;37;50;47;52;47;36;382
"352900 Marília";1406;1605;1587;1778;1748;1837;2043;1906;2078;15988
"352920 Martinópolis";41;38;32;51;49;62;100;-;-;373
"352930 Matão";379;395;449;436;428;425;471;428;424;3835
"352940 Mauá";896;809;973;1053;882;1013;1045;857;964;8492
"352970 Miguelópolis";25;63;49;88;53;62;66;86;-;492
"353010 Mirandópolis";273;186;198;277;262;216;195;267;194;2068
"353030 Mirassol";116;145;112;155;132;142;174;127;98;1201
"353050 Mococa";368;302;285;362;345;333;450;394;512;3351
"353060 Mogi das Cruzes";1890;2135;2122;2856;2255;2279;2278;2580;2286;20681
"353070 Mogi Guaçu";605;638;656;639;675;654;641;680;728;5916
"353080 Mogi Mirim";237;232;297;317;285;313;362;320;399;2762
"353110 Mongaguá";25;37;39;41;37;40;44;29;25;317
"353130 Monte Alto";94;126;130;138;163;149;182;-;-;982
"353140 Monte Aprazível";196;136;90;98;92;81;96;88;120;997
"353150 Monte Azul Paulista";84;79;88;114;106;100;110;98;98;877
"353180 Monte Mor";108;89;128;113;105;119;88;97;100;947
"353190 Morro Agudo";89;77;88;91;91;88;126;127;110;887
"353200 Morungaba";5;13;3;14;9;19;18;10;15;106
"353240 Nazaré Paulista";25;34;-;-;-;-;-;-;-;59
"353250 Neves Paulista";4;3;3;3;2;1;2;5;7;30
"353260 Nhandeara";52;51;48;46;39;52;64;39;43;434
"353290 Nova Europa";13;11;9;36;29;23;34;28;-;183
"353300 Nova Granada";91;91;68;71;76;92;95;89;84;757
"353340 Nova Odessa";96;128;135;141;169;127;159;135;130;1220
"353350 Novo Horizonte";129;153;145;138;174;165;192;173;168;1437
"353390 Olímpia";192;207;200;254;217;235;251;196;217;1969
"353430 Orlândia";193;192;159;174;205;190;197;198;200;1708
"353440 Osasco";2010;1974;1848;2312;2156;1941;1924;1828;1731;17724
"353460 Osvaldo Cruz";121;155;146;149;133;158;159;157;165;1343
"353470 Ourinhos";763;650;715;743;842;764;802;857;932;7068
"353475 Ouroeste";14;8;17;33;21;18;29;21;25;186
"353490 Pacaembu";16;22;24;24;13;14;15;13;10;151
"353520 Palmeira d'Oeste";13;9;19;29;24;20;35;35;16;200
"353530 Palmital";63;54;86;97;143;115;122;74;107;861
"353540 Panorama";39;44;29;40;25;31;34;22;13;277
"353550 Paraguaçu Paulista";164;182;189;186;210;226;228;231;193;1809
"353580 Paranapanema";11;10;8;7;8;11;9;10;-;74
"353600 Parapuã";44;36;40;31;32;42;37;43;-;305
"353620 Pariquera-Açu";583;669;607;673;708;838;765;807;749;6399
"353630 Patrocínio Paulista";64;56;71;76;68;70;98;69;89;661
"353650 Paulínia";416;342;313;314;322;303;-;-;-;2010
"353660 Paulo de Faria";1;1;2;1;7;2;4;-;-;18
"353670 Pederneiras";132;135;136;137;148;138;200;-;-;1026
"353700 Pedregulho";60;68;63;80;65;73;109;89;75;682
"353710 Pedreira";81;68;80;90;111;80;96;93;124;823
"353730 Penápolis";252;279;314;300;282;304;326;304;-;2361
"353740 Pereira Barreto";71;90;74;70;86;92;86;84;81;734
"353780 Piedade";116;152;150;150;189;200;144;187;204;1492
"353790 Pilar do Sul";82;87;73;54;76;92;66;88;72;690
"353800 Pindamonhangaba";428;467;475;533;522;654;620;513;617;4829
"353860 Piracaia";11;20;20;30;37;37;38;35;-;228
"353870 Piracicaba";1684;1709;1928;1940;1919;2356;2611;2371;2195;18713
"353880 Piraju";122;127;136;150;153;167;199;171;87;1312
"353890 Pirajuí";32;39;46;62;69;43;42;75;90;498
"353900 Pirangi";39;25;15;18;21;30;30;28;17;223
"353930 Pirassununga";167;185;167;195;166;182;189;179;173;1603
"353940 Piratininga";13;13;16;27;21;25;19;16;25;175
"353950 Pitangueiras";120;83;92;101;118;118;105;158;110;1005
"353980 Poá";73;82;80;126;109;77;85;83;87;802
"354000 Pompéia";26;31;31;29;31;29;26;15;19;237
"354020 Pontal";59;70;71;58;116;85;85;83;89;716
"354040 Populina";7;7;7;9;11;12;18;5;-;76
"354060 Porto Feliz";146;154;233;211;214;156;266;171;251;1802
"354070 Porto Ferreira";141;157;137;157;159;180;184;146;160;1421
"354080 Potirendaba";21;22;14;25;27;24;52;16;13;214
"354100 Praia Grande";581;668;715;693;617;595;595;597;757;5818
"354120 Presidente Bernardes";83;58;66;74;60;77;97;61;-;576
"354130 Presidente Epitácio";331;162;157;189;196;166;151;145;176;1673
"354140 Presidente Prudente";2171;2278;2484;2927;3192;3146;3057;2893;2304;24452
"354150 Presidente Venceslau";112;129;142;125;119;141;130;127;134;1159
"354160 Promissão";119;144;165;190;172;201;213;172;146;1522
"354190 Queluz";13;12;6;21;25;21;-;-;-;98
"354220 Rancharia";224;179;238;188;188;151;278;234;198;1878
"354240 Regente Feijó";19;9;33;16;66;54;74;33;54;358
"354260 Registro";347;376;422;478;450;443;473;489;422;3900
"354290 Ribeirão Bonito";10;16;12;15;9;18;16;20;-;116
"354300 Ribeirão Branco";23;29;36;30;41;34;33;41;35;302
"354330 Ribeirão Pires";225;206;247;234;236;219;230;261;183;2041
"354340 Ribeirão Preto";5240;5431;5208;5249;5380;5341;5371;5832;5189;48241
"354380 Rinópolis";10;17;15;13;15;24;16;11;-;121
"354390 Rio Claro";488;616;568;557;611;534;579;691;751;5395
"354400 Rio das Pedras";31;19;21;30;51;64;53;36;34;339
"354420 Riolândia";4;10;6;3;5;4;7;3;-;42
"354425 Rosana";189;211;183;232;247;268;283;260;245;2118
"354490 Sales Oliveira";17;8;14;16;22;18;6;-;-;101
"354500 Salesópolis";15;10;16;23;16;21;26;25;26;178
"354520 Salto";325;277;263;352;342;333;353;329;386;2960
"354530 Salto de Pirapora";83;92;122;112;138;128;120;116;128;1039
"354540 Salto Grande";45;24;67;51;34;48;47;47;-;363
"354560 Santa Adélia";4;2;4;4;3;1;-;3;2;23
"354580 Santa Bárbara d'Oeste";383;443;443;517;493;424;363;474;542;4082
"354630 Santa Cruz das Palmeiras";120;94;86;96;88;105;105;156;96;946
"354640 Santa Cruz do Rio Pardo";235;214;258;342;252;239;291;317;275;2423
"354660 Santa Fé do Sul";161;180;202;168;170;167;208;175;195;1626
"354680 Santa Isabel";143;176;147;148;163;184;168;171;163;1463
"354750 Santa Rita do Passa Quatro";103;103;103;113;109;131;104;103;104;973
"354760 Santa Rosa de Viterbo";58;64;67;58;57;76;159;55;45;639
"354730 Santana de Parnaíba";367;348;416;391;300;267;236;155;300;2780
"354770 Santo Anastácio";75;85;76;92;92;114;140;97;105;876
"354780 Santo André";2508;2561;2622;3187;3124;2849;3213;3242;2999;26305
"354790 Santo Antônio da Alegria";3;2;4;4;1;3;5;2;1;25
"354850 Santos";2057;2204;2042;2122;2002;1931;2636;2640;2287;19921
"354860 São Bento do Sapucaí";14;15;20;38;51;44;31;40;32;285
"354870 São Bernardo do Campo";2171;2373;2973;2836;2643;3059;3726;3531;3071;26383
"354880 São Caetano do Sul";453;705;777;730;750;691;813;679;-;5598
"354890 São Carlos";997;1192;1030;1089;1269;1253;1273;1203;1161;10467
"354910 São João da Boa Vista";344;338;340;475;381;492;429;337;406;3542
"354940 São Joaquim da Barra";173;182;158;228;201;199;189;196;195;1721
"354970 São José do Rio Pardo";314;317;374;393;395;364;385;379;337;3258
"354980 São José do Rio Preto";4431;4607;4198;4529;5122;4767;5321;5302;5402;43679
"354990 São José dos Campos";2620;2863;2946;2802;3518;3804;3569;4122;3521;29765
"355000 São Luís do Paraitinga";8;13;11;20;14;15;11;12;19;123
"355010 São Manuel";67;99;108;108;108;113;111;94;109;917
"355020 São Miguel Arcanjo";33;45;49;59;54;54;77;69;57;497
"355030 São Paulo";39842;39990;44753;49691;46741;49793;48354;51581;48128;418873
"355040 São Pedro";95;103;104;78;118;91;114;100;133;936
"355060 São Roque";222;253;288;267;279;249;252;266;292;2368
"355070 São Sebastião";310;290;338;323;330;441;359;332;242;2965
"355080 São Sebastião da Grama";36;23;40;47;39;38;39;34;-;296
"355090 São Simão";32;28;31;31;34;33;31;39;45;304
"355100 São Vicente";569;648;948;801;911;795;888;747;667;6974
"355160 Serra Negra";97;68;88;114;108;81;80;83;94;813
"355150 Serrana";163;181;163;173;201;227;316;308;313;2045
"355170 Sertãozinho";409;493;495;531;494;541;510;557;568;4598
"355200 Silveiras";2;2;-;1;1;-;4;2;2;14
"355210 Socorro";133;204;171;182;182;212;196;225;980;2485
"355220 Sorocaba";3431;3328;3477;3657;3945;4167;4141;3775;3839;33760
"355230 Sud Mennucci";23;13;23;30;18;49;-;-;-;156
"355240 Sumaré";659;752;901;1115;1127;1142;1260;1267;1343;9566
"355250 Suzano";397;431;557;571;557;459;432;484;481;4369
"355260 Tabapuã";13;17;13;6;7;7;17;8;24;112
"355270 Tabatinga";32;35;31;49;37;44;49;51;-;328
"355280 Taboão da Serra";1295;1373;1502;1837;1773;1753;1845;1715;1598;14691
"355300 Taguaí";42;53;48;45;44;22;48;54;79;435
"355330 Tambaú";71;79;72;95;84;92;75;87;91;746
"355340 Tanabi";52;58;75;79;63;59;93;68;64;611
"355360 Tapiratiba";12;15;18;15;12;16;16;16;34;154
"355370 Taquaritinga";245;351;277;271;309;288;374;336;-;2451
"355380 Taquarituba";94;113;146;173;186;186;184;-;-;1082
"355400 Tatuí";362;383;362;367;373;420;455;398;417;3537
"355410 Taubaté";1202;1399;1413;1580;1630;1622;1684;1652;1618;13800
"355430 Teodoro Sampaio";154;123;140;118;112;93;83;46;55;924
"355440 Terra Roxa";29;16;33;15;22;15;19;17;5;171
"355450 Tietê";134;147;127;162;158;169;155;167;170;1389
"355500 Tupã";509;456;454;626;513;537;528;505;532;4660
"355510 Tupi Paulista";65;76;75;78;86;85;109;84;77;735
"355540 Ubatuba";303;315;272;322;328;301;295;303;300;2739
"355580 Urânia";20;26;2;6;1;-;2;1;2;60
"355600 Urupês";1;1;4;4;5;7;10;10;10;52
"355620 Valinhos";236;261;296;299;305;292;365;313;-;2367
"355630 Valparaíso";64;56;58;43;33;34;49;65;43;445
"355640 Vargem Grande do Sul";140;127;165;171;139;161;144;131;133;1311
"355650 Várzea Paulista";39;27;56;45;51;65;45;45;68;441
"355670 Vinhedo";207;228;254;288;347;371;386;-;-;2081
"355680 Viradouro";22;27;26;46;36;41;58;28;46;330
"355700 Votorantim";175;200;238;278;242;218;338;308;245;2242
"355710 Votuporanga";668;723;639;688;752;709;806;703;772;6460
"410045 Altamira do Paraná";37;15;19;25;17;21;25;16;-;175
"410060 Alto Paraná";54;53;55;56;55;57;55;54;54;493
"410050 Altônia";27;29;36;22;33;36;27;42;27;279
"410080 Alvorada do Sul";15;8;6;7;6;7;6;11;6;72
"410090 Amaporã";5;14;4;8;5;8;9;7;9;69
"410100 Ampére";84;92;72;127;51;61;128;75;92;782
"410110 Andirá";-;113;50;55;53;71;62;52;48;504
"410120 Antonina";39;29;17;17;10;17;18;-;8;155
"410140 Apucarana";1033;990;1016;789;898;935;900;901;761;8223
"410150 Arapongas";962;1071;338;385;2738;874;1042;1247;1114;9771
"410170 Araruna";33;40;53;51;47;53;44;9;27;357
"410180 Araucária";308;346;329;315;335;336;408;388;404;3169
"410190 Assaí";40;44;31;28;14;22;42;33;31;285
"410200 Assis Chateaubriand";313;304;283;266;283;316;359;318;299;2741
"410210 Astorga";128;117;104;88;94;110;212;202;118;1173
"410220 Atalaia";-;1;-;-;-;-;-;-;-;1
"410240 Bandeirantes";-;457;226;212;216;214;281;266;204;2076
"410250 Barbosa Ferraz";66;66;47;44;46;45;66;61;57;498
"410280 Bela Vista do Paraíso";43;25;18;17;15;14;21;23;22;198
"410290 Bituruna";81;79;33;54;61;33;47;46;49;483
"410305 Boa Vista da Aparecida";19;6;28;10;25;18;20;18;26;170
"410310 Bocaiúva do Sul";-;-;-;8;7;3;-;-;-;18
"410330 Borrazópolis";12;19;7;-;12;10;-;14;-;74
"410360 Cambará";40;38;39;24;37;39;37;38;39;331
"410370 Cambé";329;319;325;329;316;326;326;323;326;2919
"410390 Campina da Lagoa";98;95;102;91;102;102;100;101;100;891
"410400 Campina Grande do Sul";1726;2146;1971;1938;2170;2136;2348;2117;1500;18052
"410420 Campo Largo";4530;4387;3962;3455;3530;3798;4564;4636;3747;36609
"410430 Campo Mourão";962;910;932;807;866;872;806;769;972;7896
"410440 Cândido de Abreu";22;37;12;8;18;16;10;15;10;148
"410442 Candói";58;80;53;56;45;64;95;82;70;603
"410450 Capanema";76;47;43;42;65;29;84;85;56;527
"410460 Capitão Leônidas Marques";74;80;95;70;76;66;58;65;65;649
"410480 Cascavel";2434;2820;2657;3251;3502;3884;3508;3455;3212;28723
"410490 Castro";240;240;230;208;200;234;269;245;240;2106
"410510 Centenário do Sul";22;18;18;18;15;19;20;18;22;170
"410520 Cerro Azul";15;19;9;-;30;31;26;16;-;146
"410530 Céu Azul";68;50;36;59;47;66;44;71;73;514
"410540 Chopinzinho";126;135;116;106;176;183;187;206;229;1464
"410550 Cianorte";589;560;515;522;532;532;576;584;522;4932
"410560 Cidade Gaúcha";51;46;31;28;21;37;27;24;13;278
"410570 Clevelândia";57;57;57;57;57;57;57;58;58;515
"410580 Colombo";305;305;303;306;305;305;305;305;271;2710
"410590 Colorado";302;273;268;288;260;293;391;384;344;2803
"410620 Contenda";39;19;30;19;28;27;24;22;-;208
"410630 Corbélia";107;166;182;154;93;105;141;145;103;1196
"410640 Cornélio Procópio";-;729;434;438;589;560;602;610;546;4508
"410650 Coronel Vivida";56;80;84;100;73;90;106;70;86;745
"410680 Cruz Machado";35;38;17;25;7;27;18;10;8;185
"410660 Cruzeiro do Oeste";51;29;41;41;42;68;53;44;-;369
"410670 Cruzeiro do Sul";2;2;2;2;2;2;1;1;2;16
"410690 Curitiba";8770;9392;9021;10145;10467;11004;13036;12498;11769;96102
"410715 Diamante D'Oeste";7;8;7;7;8;9;7;9;5;67
"410710 Diamante do Norte";3;6;4;3;2;5;5;2;1;31
"410720 Dois Vizinhos";275;256;233;237;301;288;295;301;277;2463
"410750 Engenheiro Beltrão";97;64;40;64;53;67;79;94;60;618
"410753 Entre Rios do Oeste";23;26;24;25;27;32;29;23;23;232
"410765 Fazenda Rio Grande";327;141;100;130;102;144;123;162;120;1349
"410775 Figueira";17;12;10;14;13;20;20;12;15;133
"410800 Florestópolis";6;8;7;8;4;2;8;6;3;52
"410820 Formosa do Oeste";17;34;38;50;68;30;36;21;32;326
"410830 Foz do Iguaçu";1507;1593;1688;1371;1316;1668;1493;1447;1476;13559
"410840 Francisco Beltrão";1167;1108;1092;1158;1410;1165;1322;1393;1109;10924
"410860 Goioerê";241;244;243;208;185;188;184;185;183;1861
"410870 Grandes Rios";26;26;26;26;25;26;26;25;-;206
"410880 Guaíra";126;111;122;107;79;115;130;125;89;1004
"410890 Guairaçá";3;4;3;3;3;2;3;4;2;27
"410930 Guaraniaçu";81;106;125;124;140;106;114;113;129;1038
"410940 Guarapuava";874;966;874;1097;1270;1152;1464;1267;953;9917
"410950 Guaraqueçaba";-;10;6;12;18;14;-;-;-;60
"410960 Guaratuba";81;62;67;41;66;40;54;94;54;559
"410970 Ibaiti";19;44;45;39;35;19;44;38;39;322
